,reviewer_id,product_id,reviewer_name,helpful_vote,total_votes,review_text,rating,summary,unix_review_time,review_time
158509,A3DYB4VNXP9RBE,B0029U0YZA,"M. Muller ""Marvin""",3,4,"First, I want to say that I like this stand. It holds my brush in an excellent position for drying, and looks nice. It appears to be sturdily built too.I only have a couple gripes. One is regarding the size. It's literally just big enough for your brush and razor. The description states that it says you can fit a soap dish underneath. Sure, maybe a flat, tiny dish. But if you have a shaving soap container of almost any kind, it won't fit. I have a normal size silvertip badger brush and its bristles are perhaps an inch from the counter when it's sitting in the drying position. There's really almost no room underneath for shaving soap. I can't fit any of my products under there.My other gripe is the price. I really think this should be in the $20 area.In the end I think 4 stars is fair. It's well made, attractive, and does the job. But you can't fit soap underneath it and its price is higher than is justified in my opinion.",4.0,"Very nice, but overpriced and smaller than expected",1339545600,"06 13, 2012"
244548,A6XNNWAIGCWY4,B0055PFRVC,KK,3,3,"These items will suck and pull your nipples out just as they're designed.  Had they used lighter plastic screw heads they would be better balanced and less prone to pull down and fall off, but apply some lotion around the edges and use some string or chains around the nipple ends and wrap it around your neck like I do, and you can walk around the hose while your nipples get sucked and pulled into erotic still mounds!",5.0,hot suck,1366243200,"04 18, 2013"
58248,A1SKC22OVNHY1P,B000GWG8FS,K. Chen,1,1,This is a great vegetarian-based probiotic supplement that is easy to take.  I've had no side effects and very pleased with this product.,5.0,Easy to take probiotic that doesn't require refrigeration,1373673600,"07 13, 2013"
180389,A3P8H47XZ00YHU,B002X78F0A,"Ugh ""UGH""",0,0,"It slides in SO nicely and SO easily. It's usually a little tough at first, but I absolutely love it! It fills me perfectly. The suction doesn't work that well, but I don't use it for that, so It's alright. Other than that, I love it!Edit: This toy is also the culprit of melting a lot of my other toys. If possible, leave is alone where ever you store it.",5.0,Oh I love it!,1400544000,"05 20, 2014"
108265,A16MQYSJCULONQ,B0015R3AAO,Rccolaman,0,0,Not much to say these things have a good value and I have been using them for about 3 years now. great value,5.0,Great multivitamin,1384473600,"11 15, 2013"
71216,A2F5JMHCQ4VTCR,B000NL0T1G,"kinzie ""buck""",5,6,"The handle is slightly longer than HD Classic 34C and EJ89.  the handle diameter is slightly narrower.  The blade alignment is perfect, and better than on my 34c.  the blade exposure is also small, with a small gap between the open comb bottom plate and top plate.This shaves mild vs my other two razors.  the open comb design allows the soap/cream to stay on the skin as the blade passes.  It also has a milder blade angle due to smaller blade exposure.  It is also lighter than the 34c and EJ89, forcing you to keep a lighter touch with your hand.  The shaves have been exceedingly mild, with zero burn/irritation.I should have started using this razor when I began shaving with DE blades.  It is FAR milder and less intimidating than 34c, which is the razor everyone recommends to start with, on forums, and here on amazon.I much prefer this razor on xtg and atg passes, but prefer using 34c and EJ for WTG.I think my ideal razor is starting to present itself to me.  I want machined stainless steel, like a feather or Icon, open comb design, with slightly more blade exposure than this.If you're new to wet shaving, I cannot imagine a better starter razor.  This is the one I will recommend from now on.  If you ever purhcase a DE razor retail (at AOS) in a mall, you're a fool",4.0,"Good all around razor, mild open comb style,",1353628800,"11 23, 2012"
80751,A2YDREG6BW9WJF,B000S92RRC,Evie N,0,0,"This did not work for me while in the midst of a 5 week bout with insomnia, but once the stress I was under started subsiding, I took this before bed and i did sleep like a baby.Do not drink any alcohol though, that will wake you up in the middle of the night to pee.",4.0,Insomnia,1388102400,"12 27, 2013"
309760,A1LWFBAVCT8NDX,B00BTPTF1U,Michelle,0,0,"This product works great. One of the main reasons I love this is because I can take one and be done. I hate taking weight loss pills that require you to take them 3 times a day. It greatly suppressed my appetite and my snacking and gives me a nice boost of energy throughout the day. While I didn't lose a lot of weight, I did lose about 6 lbs. Like any dietary product though for you to get the most out of it you must eat right and work out. I think if I worked out more I would have lost a lot more.  I would recommend the A-Rx to anyone who is wanting to start eating right and working out but needs a little help to get started.",4.0,Works great as an appetite suppressant!!,1390521600,"01 24, 2014"
14457,AAPA4KQWA7UXN,B00016QTQM,cvairag,0,1,"The best alternative to all commercial varieties - all chemical varieties - and less expensive!  Reasonably priced, gentle, tastes good, and does everything it claims on the label - suppresses cough - loosens bronchial congestion - expels phlegm / mucous.  I found a spoonful lasts for only about three hours at max strength, however.",5.0,The Best Alternative Cough Syrup,1328572800,"02 7, 2012"
150392,A29N0BYTSRM1RL,B001U0OJ7O,Bob Buchheim,0,0,"It is hard to find stores that carry the exact product for our trash compactor.  By taking the model number off of our unit, we were able to get the exact product we needed delivered to our door.  We have tried to make universal fit bags work but the are not nearly as good of a fit.",4.0,Good fit,1401321600,"05 29, 2014"
165221,AC09EOTI7XE88,B002GKEK7G,V. Law,0,0,"I prefer this mixed with milk rather than water, but it is a great coffee tasting protein drink. The only downside for me is that I bought this to supplement a low carb diet and I didn't realize that it has 12 grams of carbs per serving. My fault for not looking at the label more closely, but I enjoy this as an occasional treat.",4.0,Pretty delicious,1360886400,"02 15, 2013"
108723,A2582KMXLK2P06,B0015TF8RK,B. E Jackson,1,1,"Well I don't know what exactly most people use Kendall's Alcohol Prep Pads for, but I use them for pimples that unexpectedly show up on my cheeks, nose and especially my forehead.  They work really well and by the next day, the area that I've rubbed with this alcoholic pad completely destroys the gathering of pimples and returns my skin to the natural handsome shade of flesh.  I recommend these pads for this particular purpose... in addition to other reasons, I'm sure!",5.0,they work for pimples,1354579200,"12 4, 2012"
24359,A66KB746RTFY7,B0002Y0T9Q,Ray,2,2,"Excellent wallet for travel or workout.  I suggest that men order the XXL size as it's less constricting. Regardless, I am very pleased with the quality, price & customer service. I will probably be ordering one for my wife & elderly father soon.",5.0,Wrist wallet review.,1298160000,"02 20, 2011"
72615,A1WOCDLPG4LGWZ,B000O3E2WA,"JLo C. ""JLo""",0,0,"Theres really not much to say about Tide, some people like them, some people dont.. its detergent that i got cheap",5.0,Tide!,1354665600,"12 5, 2012"
252494,A1V7QIYJ8S6CK2,B005IWO9HA,Marsha K. Ormes,1,2,THIS IS THE GREATEST MOP EVER WORKS SO GOOD ON MY LAMINATED AND VYNAL FLOORS.IT IS AMAZING THAT YOU CAN WRING THE MOP ALMOST DRY.ONLY USE MY WETJET FOR SPILLS AND SUCH. LOVE IT. I WOULD DEFINITELY RECOMMEND THIS GREAT MOP.,5.0,GREATEST,1388966400,"01 6, 2014"
79715,AJRIBST4BQP94,B000RKVS5E,A. S. Norris,0,0,"I bought these because I simply can NOT swallow pills. I know, I should be able to, but years of practice leads to the same dismal and depressing result... SO, I buy chewables. These don't taste too bad, just a little like chalky orange juice. I actually chew it and then drink orange juice so the taste is gone in like 2 seconds. Easy to chew, not too hard on your teeth or anything. They were recommended by my doctor as a good multivitamin to supplement daily. If you leave the salt packet in the bottle they will easily last 3 months in there, otherwise in the summer (I'm up in PA) the humidity ruins them after only about a month.",5.0,Awesome option for people who can't swallow pills.,1400025600,"05 14, 2014"
216824,A2DJOE1GL5WGZU,B0044CXZNY,purple cloud,3,3,"Just got it today and this lip balm smells great, something familiar that took me hours to finally figure out...it's jasmine scented w/ a hint of nature's herbal touch, a little sweet honey scent maybe...I know, I was expecting some milky/honey scent.  It applies easy, and feels really moist without being waxy like some BB's lip balm I know. I've tried many lip balms and I like this the best. Price is good too.",4.0,good lip balm,1304121600,"04 30, 2011"
3860,A31T8TX55GV9OQ,B000053L6Y,M. Bridgewater,2,2,I am mid 30's and just got into wet shaving. I read reviews about this and knew what I was getting into. I thought this stuff would smell more old man'ish than it does. It actually smells pretty great. The smell does stick around for a while. I can smell this stuff on my hands AFTER a couple of washes. So if you want something that dies down quick this may not be the best thing for you. Since I love the smell I just stopped wearing cologne and I just rock out with this instead.,5.0,I dig it,1381190400,"10 8, 2013"
196851,A2M5IWPATL2QVY,B003DVOJQ4,Mr. C,4,4,"Now I just add citric acid powder (1/8 cup)into the dishwasher and get better results. Some say if you use too much Citric Acid it will etch your glassware.  I have not ever had that problem with 1/8 cup, even on my good crystal.  You may need double that first load to really clean old water spots and film off. Its a much cheaper solution than Lemishine, which is Citric Acid based anyway. You can purchase a large food grade tub of Citric Acid right here on Amazon.PS. You can also add it to your laundry to brighten clothes by removing old soap and hard water deposits.",2.0,There is a much better option right here on Amazon.,1362268800,"03 3, 2013"
200394,A2ZRMCRLDSUX6R,B003KVO0DY,"Tom ""ontrac1""",0,0,"I have mixed feelings about this product. I've tried it several times and while I seem to sleep better overall after falling asleep, prior to falling asleep I find that I am very sensitive to sound after taking this product. Any little sound seems to be amplified and becomes annoying. However once asleep, I seem to sleep better and wake up less frequently during the night. I also wake up without feeling tired. I'll keep trying the product as it seems to show promising results.",3.0,Sleep Relief,1283990400,"09 9, 2010"
189410,A2ZAWPWLLTOHNK,B0037HP9OA,Daddy X3,0,0,"Bought to replace an older version.  Absolutely love it.  No nicks, cuts, scrapes or other undesireable collateral issues.  Perfect for hard-to-reach, sensitive and ""wife mandated"" areas.  It costs just a bit more than lesser products, but would be a bargain at twice the price with its ergonomics, ease of use, functionality and effectiveness.",5.0,Excellent Product - 100% Recommended,1296432000,"01 31, 2011"
79811,A2VZ43530IHTJU,B000RLG8JE,"dickb ""RTB""",0,0,"The WaterPik WP-100 began dribbling water around the base.  Loved the product, but hated the mess after using.  Discovered this ""replacement"" kit.  Arrived quickly and contained all the parts needed for a quick fix.  NO LEAKS and only 10% of the cost of buying a new WQaterPik.",5.0,Replacement Kit That Works . . .and Which Contains All Needed Parts,1386288000,"12 6, 2013"
37371,A1GG6IV5OO250Q,B000BABW5Q,24karats,0,0,"I have very little to add to the many reviews already online for this product.  The product works, but shoving a piece of plastic up your nose is bound to result in some level of discomfort.  I also keep some Breathe Right strips on hand - they don't work as well and the adhesive can be irritating, but overall they are much more comfortable.  Ultimately, it's a trade-off between efficacy and comfort...",3.0,It's a trade-off...,1354838400,"12 7, 2012"
48934,A3I65ODCJO2FIV,B000FKLKXQ,Chris Olry,0,0,Happy to get a three pack for less than two would cost at a drug store.  Wife uses this stuff on legs and chest and it helps keep everything happy and mostly sweat free.,5.0,Works Well,1382745600,"10 26, 2013"
109848,A1S8FJT0AQSF60,B0016BN4YQ,C. Williamson,1,2,"I'd like to give this a 3 1/2, but since I got it through the Amazon Vines program, I'll give it the benefit of the doubt. Once I got the items out of their terrorist-proof packaging, I was unimpressed. The individual pieces fit loosely into the cheap, pressed plastic base, which takes up an inordinate amount of shelf space. I'll probably store them in a ziplock plastic bag instead to save room. The first thing I tried was the nose hair trimmer, which pulled the hairs rather than cut them neatly. I'll stick to my dedicated Panasonic nose/ear hair trimmer, thanks. But the beard trimmer did a good job at neatening up my beard, and the detailing blade did a nice job on my moustache, as well as thinning my bushy eyebrows. The adjustable combs are easy to use, and the separate blades pop on and off pretty easily (though I did pull the cover off one of them, which was quickly set right). I didn't (and won't) try the minirazor, since I use wet blades for that job. Cleanup seems easy enough, though the 10-hour charge for a 35-minute running time seems excessive. All in all, decent enough, except for the nose trimmer.",4.0,"Decent, but doesn't do everything well...",1214438400,"06 26, 2008"
186830,A2DW1L3CQ2NIQB,B0034CZ3M6,earnan,0,0,we do lots of outdoor stuff including hiking. My girl friend is very sensitive to poison oak and like to wash just in case. This is a staple item at the house so we got the big bottle. I know for certain the stuff works great.,5.0,"works great, must have item",1385078400,"11 22, 2013"
6386,A3GIFP83R1K7Y2,B00007KUX7,Sasha Gruber,1,1,"You guys: let's face it. There really is no &#34;cure&#34; for jet lag... When you cross time zones, your body has to adjust, one day for each hour of each time zone that you cross. I will say that I never get on a plane without these, though... they have a really calming effect on your body and the stress that air travel can place on digestion, your skin, etc.Even though it won't reset your body clock, it does help you feel calmer and less freaked out when you arrive at your destination.",4.0,Great method for keeping your body balanced,1393286400,"02 25, 2014"
287845,A3U029B8Z5WGI2,B008R5W1A2,Katherine Chan,0,0,"I had just gotten a cold when I tried Zarbee's Natural Cough Syrup.  The 4 fluid ounce bottle is a syrupy honey lemon flavor.  I didn't care for the taste but admit it tastes better than most over the counter cough syrups and it did not leave a chemical aftertaste after consumption.  Zarbee's recommends consumers to use this product for coughs, irritated throats, dry coughing, hoarseness and immune system support.  When I took the product, I noticed my sore throat was relieved, but I did not notice any other symptoms were helped.  I had a dry cough and was hoping that the cough syrup would have addressed this but found that it didn't do anything to help.  For the price of this product, I would rather invest the money in a bottle of local honey that I can either take a spoonful of alone or add to a tea.  I think it would have a similar or possibly better result than this cough syrup to alleviate my cough and throat ailments.",3.0,Better to Get Local Honey,1389916800,"01 17, 2014"
198865,A27XEJX3W4FCUK,B003IE8SCM,"William C. Milo ""Bill Milo""",0,1,"Lately everybody seems to write something smaller and smaller.  When I have a magnify glass which I dearly need I have to go find some light.  These glasses fill both needs greatly. I have one by the computer, one by the phone, and one by my chair.  Now it they just don't grow legs and walk away.",5.0,filling a need,1367020800,"04 27, 2013"
97797,A10RWISE9V4CYY,B0013DQY4O,Paul D. Hurt,0,0,"WHAT CAN I SAY, THEY WORK.  THEY SEEM TO LAST FOR A LONG TIME.THE AAA BATTERY IS IMPORTANT FOR THE MODERN AMERICAN/",5.0,BATTERIES,1401321600,"05 29, 2014"
42396,A384TMN15IFACB,B000E4Q27C,"SB ""SB""",0,0,I've worn contacts for years and my husband decided he would try it. He couldn't master it so I have these in my box of tricks if I need it. I've mastered removing my lenses even though I have long nails and don't need this on a regular basis but I hated to throw it away.,5.0,Works for those who can handle it,1389830400,"01 16, 2014"
315396,A19XBW5WUDH1Z,B00CN98LAM,David Nox,0,0,Yes it works. I didn't have any problems with the Oxiclean power packs. It's just a little overkill for me.I do small batches of laundry almost every day. I prefer to use a little detergent as possible.If you do a lot of full loads with very dirty clothes then you might like these.I will continue to use powders and liquids. I don't find these to be very economical.,4.0,It's just not for me.,1376524800,"08 15, 2013"
317143,A1DFL66IDY0Z2Z,B00CX3ASFE,Magda Dream,0,0,"I like Benefiber SO much better than a fiber supplement with psyillium (sp?)  like Metamucil.  I don't have to worry about timing and working it around Prescription medicine.Benefiber has NO taste so I can add it to yogurt, coffee, soup, ANYTHING really.  Last night, I added it to a glass of wine!The best part is it Works.  Hallelujah : + }Good to take on vacation where systems get out of whack.  Even children don't notice it because it's not gritty.GREAT PRODUCT!!",5.0,The Perfect fiber supplement,1375228800,"07 31, 2013"
36716,AV3JRG103FWWM,B000ASBFWE,J. Oehler,0,0,"I've used this to clear my bathroom sinks and it's worked pretty well. It hasn't done a great job, one of the sinks was clogged back up a few weeks later, but it definitely cleared some junk out.",4.0,Fun to use,1391385600,"02 3, 2014"
23835,A3JWD0WQ3VEZEX,B0002QB9NE,"Wood B. Hermit ""Seeker of the one pure and cl...",0,0,"If your feet are dry and cracked and the skin on your feet - in  general - has seen better days, this easily applied remedy which passes directly into the skin will put you on the right path to once again having happy feet!This O'Keeffe's cream does work: the soles of my feet are much improved with smoother, softer skin and an overall healthier, fresher appearance since I purchased my first jar of this item several months ago. I liked it so much that I just recently became a double-dipper and purchased another one.Another effective salve/cream that I would recommend for this type of extremely dry foot problem is Podiatrist's Secret Total Foot Recovery Cream (available in 4 oz and 8 oz tubes) which is sold by FootSmart and comes in an odorless original formula (most like O'Keeffe's) or the same original formula with the addition of Tea Tree Oil.The latter version not only has a uniquely pleasant medicinal smell, but is supposedly also quite effective if infections/circulation problems might be playing a role in the less than optimal health of one or both feet.Now I am by no means saying that you will feel so invigorated after having used this medicinal product for an appropriate period of time that you will be ready to dance up a storm, but I am quite certain that you will feel better for having done so.At the modest price being asked, you really have nothing to lose and everything to gain by giving O'Keeffe's Healthy Foot Creme the one-jar test and then taking it from there!",4.0,"A special treat for dry, tired and generally stressed feet",1364515200,"03 29, 2013"
95178,A105S56ODHGJEK,B0011TM2MS,"Peace Daddy ""Eclectic ReflectionZ""",0,0,"This being our first experience with this particular company, we were hoping not to be disappointed by an overly priced subpar scent. This was entirely on the opposite. The scent is perfectly blended, and does not smell overly artificial. It is a strong enough scent to where it could be used in a large room, but we find it best suited for our bathroom.The only small problem is anytime you handle the sticks to flip them, you're left with a slimy tingly residue, and you have to immediately scrub your hands profusely to be rid of it. Also, make sure that it's in an open but safe place, as you do not want this anywhere near your carpet.Overall, however, the design is attractive and the scent is great, just as long as it's not on your hands or carpet.",4.0,Smells great,1203552000,"02 21, 2008"
148335,A32GW1R9MW0XOH,B001S2PLNK,"Chuck Pearson ""Chuck Pearson""",0,0,"Some people have complained that this is hard to put on, and it is or it has to be a little difficult or it wouldn't fit tightly enough to keep the water out.  If you wet the brush end of the toothbrush before pulling it over, it will be easier.  Then pull it down all the way around past the groove at the bottom of the toothbrush screw-on part before letting it retract to the groove or not since as long as it covers the groove it doesn't matter.  Leave it loose at the point where the brush shaft comes out of the main body so that you don't dampen the vibrations of the toothbrush.I tried the finger cut from a rubber glove shortcut before ordering this and it tore.Remember that this isn't designed to be removed very often so don't get it if you share a toothbrush with somebody or unscrew the head every week for travel.I ordered from the supplier site and had a delivery issue which was promptly resolved after sending an e-mail.",5.0,Installation Tips,1394236800,"03 8, 2014"
223480,AHSF06670DDN8,B004DN0S9I,"Stefan Hayes ""Stefan Hayes""",0,0,These are the ONLY paper towels I will use.  They DO THE JOB and don't pull off in a cascade.  PERFECT PAPER TOWELS!,5.0,PERFECT PAPER TOWELS,1394582400,"03 12, 2014"
270801,A34KSC23EUZ4VX,B007CNAQSY,Scott Sawin,1,1,I love magic erasers but I recently became curious about how they works so well.  So I googled it and was surprised to discover its just foam which got me thinking if its just a specific type of foam I wonder if others sell the foam with out mr clear on the box for cheaper.  I was surprised to discover the answer is yes.I have discovered endless uses for these.Clear shower door - Push dish soap and a little water and it cuts though the toughest soap scum without fumesMicrowave - The front of my microwave about the stove always is covered in nasty oil.  Just water on the stainless steel and keypad wipes it awaySmoker - I have a clear window on my smoker and 409 soaking for 10 minute didn't scratch the surface.  I used a magic eraser and it wiped right off without any effort.  I go through a few each time I smoke and it makes cleanup a breeze,4.0,So many uses...but knock offs work just as well.,1384819200,"11 19, 2013"
305297,A1X2TQTWXAATPF,B00B2OK1K2,Karen,0,0,"I was taking another product but it did not have L-Glutemine in it this does and it's great! Works great with my diet and work out routine, I got the fruit punch and it's a very strong flavor but I sip on it throughout my work out. Great product!",5.0,Awesome Amino,1402099200,"06 7, 2014"
151612,A14USKHLFJW659,B001V9WZDO,Skic,0,1,"Been a long time since I seen Alka Seltzer without the aspirin. It's a great find. Not that any med is a good idea to take regular, but without the aspirin it's a lot better. Does the trick for what it was originally intended. Glad to have found it. Plop, plop, fizz fizz oh what a relief it is",5.0,Great find,1388188800,"12 28, 2013"
214252,A3IUW081KXD3PE,B0041QW1UG,pixels and bits,4,4,This is the second Eos flavor that I've tried and I must say I'm quite pleased with it.  It has a nice subtle flavor and scent - just yummy enough without being too juvenile.  My husband likes it too so it's appealing for men as well as women.  I love the Eos applicator and find it to be a natural and easy way to ensure full coverage.  It reaches in to the corners of your mouth very easily and the medicated balm helps promote healing.  It goes on smoothly and lasts for hours.  It's a must during the winter months.  They obviously aren't the most discrete shape & design for putting in your pants pocket but they look great on your desk or night stand.,5.0,Plus they feel good in your hand - it's a tactile thing.,1330905600,"03 5, 2012"
48710,A2WELQ6PMWMMGJ,B000FJ2I2O,"Mr. ""Rico007""",1,1,"shaves very close, the closest I've seen, not good with long hairs, razor bumps are a problem",4.0,great,1218412800,"08 11, 2008"
237686,A2GNHKQ0YEMMFM,B004W4PR7G,Swiftook,0,0,"This is the only was I ever use, it keeps your mustache in place whatever the weather. A tin should last you quite a while.",4.0,Great,1357862400,"01 11, 2013"
65254,A302D18ZNWARQ9,B000KNA6KQ,"M Simon ""MS""",10,10,"I bought this to use after having hip replacement surgery. The description said that it would fit an elongated toilet seat but it did not fit mine securely at all. I attempted to return it because it wasn't cheap but the seller wanted to charge me 2 way shipping which would have cost me almost as much as the item did in the first place, so I just donated the seat to an assisted care facility near me.",2.0,Doesn't work on elongated toilet,1358640000,"01 20, 2013"
292331,A16H56TE2G3OLX,B00947E3GC,Lailah,1,1,"I ordered this because it's recommended for athletic performance and recovery. Also, I'm a vegan, and may not be getting enough taurine from diet alone. This is a fine white powder that dissolves easily in drinks or smoothies. I've just started using it, taking one scoop before exercise, and find that I'm not as tired post-exercise as I usually am.This was a Liftmode sample. I really much prefer Liftmode's pure powder supplements to tablets or capsules, which often have fillers, and are more expensive anyway. I'm gradually switching to Liftmode products.",5.0,good for athletes,1375488000,"08 3, 2013"
68565,A1ZNKYKZPKBFXI,B000MN63CO,Captain,0,0,This replacement foil fits perfect and is an easy direct replacement when your original begins to fail.  Worth the purchase to replace the foil every 6-12 months depending on regular use.,5.0,Perfect fit.,1395705600,"03 25, 2014"
195968,AIIILQRGCUX23,B003CP14R8,Marla Yorgason,0,0,"We have allergies to laundry perfumes in our house.  We've never had a problem with Bounce Free, and this box comes in bulk.  LOVE IT!",5.0,Really... allergy-free,1386201600,"12 5, 2013"
119964,A2TM9WEZ2CIXH2,B001BX4JZM,"Edna M. Hanson ""zephy""",0,0,"2nd time I have bought these on amazon, better price than Walmart even with coupons! Fast delivery too!",5.0,best deal ever on atkins day break bars!,1289174400,"11 8, 2010"
57152,A30XI3DEO135UF,B000GOUAVY,R. Jean Schwartz,0,0,This is just as good as the more expensive kinds and my dietician approves of it.  It tastes very good.,5.0,Good stuff,1394323200,"03 9, 2014"
121603,A3EFSLEMHNPP6A,B001CX4JSS,Senor Zoidbergo,13,14,"Before I received the Oral-B Pulsonic toothbrush I was using the conventional, bulky, sonic toothbrush (Philips Sonicare).  Comparing the Pulsonic to the conventional sonic toothbrushes, the first thing to be noticed is the size.  The Pulsonic is about the same size as a manual toothbrush, which is much smaller than all electronic toothbrushes currently on the market.  This can easily be seen from the packaging before you even take the product home (the packaging by the way was uncluttered, easy to open and very visually appealing).  The smaller size of the toothbrush is not merely an aesthetic benefit either.  After having dealt with my old sonic toothbrush for so long I look at it now and wonder how I ever thought that it was normal to use something the size of a flashlight to brush my teeth.  The Pulsonic was much easier to handle while brushing and yes, it does look much nicer in your bathroom (even the charger is not the usual eyesore).Now to the nitty gritty, what does the Pulsonic sacrifice to achieve this chic new compact design?  Nothing, except unwanted complexities.  The sonic action of the Pulsonic is not diminished at all by the smaller size (for those who aren't familiar with general benefits of sonic brushing, do a google search for animated teeth.).  The battery life of the Pulsonic is long enough that I can leave it out of the charger for more than a week and still be able to brush twice a day.  There is only one button on the brush, push once to turn on strong cleaning, once more for a gentler setting and a third time to turn off.  This takes the place of the usual multi-button brush with a variety of settings, only one of which you actually wind up using.The Pulsonic comes with one standard brush head and one precision head that has a brush area about the size of a toothpick and stiffer bristles.  The precision head is good for floss-like cleaning and it makes me glad to have the gentler setting on the unit.  There is also a timer feature built into the Pulsonic that gives a short lag in the brushing action every 30 seconds for the recommended two minutes of brushing.  This is designed to help you spend the right amount of time in the four quadrants of your mouth, and has always seemed silly to me, but after using it for a while I am following the routine without even thinking.  The charger, as I already mentioned, is small but sturdy and while it lacks a snapping mechanism to hold the brush in place while it charges, the Pulsonic sits very securely in its charging cradle and comes away from the charger without sticking (a problem I had with my old brush).  All the surfaces of the brush are smooth and easy to clean and to stress the point again, it looks very ""natural,"" and not at all clunky, sitting on my counter.Overall, the brush does everything a sonic brush should, none of the things I think it shouldn't and it takes up less space and looks great.  The price is at the lower end of the sonic brush range (counterintuitive to a newly introduced, more compact design) and the replacement brush heads come in a three pack that makes them more affordable as well.  If you're looking for your first sonic brush, or an upgrade from your old one, I cannot think of a reason not to pick the Pulsonic from Oral-B.",5.0,The new aesthetically pleasing brush,1220486400,"09 4, 2008"
1731,A23TC08V2CZGE6,B000052XB5,M. Thompson,0,0,"The National Brand of the best working Lactase Tablets - they get the job done--i.e. preventing embarassing dashes for the nearest lavatory, which can be a pain if you're taking the train, particularly as it tends to be rather drafty in there and on cold mornings any trip where one has to run down a long series of connecting cars just to partially disrobe to read a newspaper and pretend that's all you went there for- which allows you to be comfortable and not have to make the weaving sway-bumping into others -as you fairly leap down the cars to the necessary--only to find it &#34;occupied&#34; - is a good thing to have on hand to use instead- make sure you take it WITH the dairy product - not after and not more than 1 minute before eating ...(heed my advice on this -or- don't say i didn't warn you).",5.0,Lactase Tablets for those of us who can;t digest milk and dairy ..these work!,1386115200,"12 4, 2013"
194610,A2F96LKTBFUXU1,B003BL6PMM,Kevin Conlin,3,4,"For the money, this seems to be one of the cleanest protein powders on the market.  I'm not an expert, but I did a lot of research and this protein powder is low cal, low carb, high protein and sweetened with Stevia.  There were only a few others with those specs that I could find and they cost considerably more.  The chocolate tastes pretty good with milk, but not so great with just water.  Not a horrible flavor, but kind of blandly chalky...thus a 4 star review.  I also tried the more expensive powders and while some did taste better I can't say they're worth the extra cost.  I'm just going to try another flavor next and hopefully find one I like better.",4.0,Excellent value protein powder!,1375660800,"08 5, 2013"
290968,A3N4CUW4UYC9I3,B0091DS0U4,MH,0,0,"Shipping/packaging of the Seventh Generation laundry detergent needs reworked.  One of my bottles leaked all through the box.  I just think that the lids don't seal completely and shipping companies don't leave boxes in the correct position, so the bottles get tossed on their sides and upside down, which causes the leaks.  Not sure if there is a way around this without the company creating a new lid/seal or having the bottle shrink wrapped (which would be annoying to remove).Anyhow, the bottles are tiny but are greatly concentrated, so they do last for a long time.  This is very nice for storage and for lifting.  I never use more than the lowest line in the cap, but I always use less than recommended.  I do not have a baby but originally started using another brand (dreft ) when I had a dog that was allergic to many different things.  I wash my sheets, blankets, and towels in baby detergent to help with those allergies.When I first opened the Seventh Generation bottle, I didn't think it had much of a scent.  I figured this was a good thing, becaue a baby detergent shouldn't smell strong.  However, after washing a blanket in it, it smelled SO strong after being washed and dried!!!!  I now use even less of the detergent, so it has worked out well.  It's just a matter of trial and error with the amount needed.  If you do have children, I recommend either trying the detergent on something other than their clothing or use a much smaller quantity than you normally do.  It seems to clean as well as the other brand I've tried, but just know that I'm not using it on children's clothing with stains, so I can't comment on how it does with removing stains.",4.0,Greatly concentrated = very small bottle (good thing!),1352937600,"11 15, 2012"
231357,AO6MN94UEABII,B004OQQLTU,SM007,0,0,"Woohoo what a great product. A few sprays and the wrinkles disappear from your teeshirts and dress shirts. It has a little trouble with clothing like dress pants and also it didn't work on removing wrinkles from my curtains. That said, this baby has saved me hours of ironing, and I'm super happy with this purchase.",4.0,Works great!,1388275200,"12 29, 2013"
35476,A2O70ZL3WWJYX6,B000A6HM9G,R. Rogin,0,0,We use this for my mother-in-law when she visits.  It's light-weight and folds very quickly and easily.  Larger wheels makes for a smoother ride. Perfect!!,5.0,"Great, lightweight transporter!",1298764800,"02 27, 2011"
83841,A1CE5ASZ246O6R,B000UX93OQ,"Jennifer L. Barry ""jll""",0,0,Batteries from Surefire- they work and I have had some sitting for many years.  I just wish Surefire brand batteries weren't so expensive compared to more generic batteries.  I would really like to know who manufactures them...,4.0,CR123 batteries,1396051200,"03 29, 2014"
296137,A1E50L7PCVXLN4,B009NW4L5G,"Colinda ""L.S.W.""",0,0,"I find losing weight very difficult so I thought I'd try this product. After 8 days I had not lost any weight but I felt extremely tired every afternoon. Was this due to the Carbtame of something else? I tried to find an answer but found nothing conclusive. However, I did read the cautions on the bottle and decided to stop taking the capsules until I talk to my doctor. Here is the statement:""If you have a medical condition, are pregnant, lactating, trying to conceive, hypoglycemic, diabetic, under the age of 18, or taking medications, consult your health care practitioner before using this product.""That's not alarming but since I have been told I have hypoglycemia, I need to be cautious. Also, I thought about the main ingredient being seaweed extract, which I have read is high in iodine. Here's a caution on iodine from WebMD:  ""Don't use an iodine supplement if you have thyroid problems unless a doctor recommends it... If you take any medications regularly, talk to your doctor before you start using iodine supplements. They could interact with lithium and drugs for heart problems, high blood pressure, and thyroid problems.""Many people take this product without a problem. Some have reported nausea but I did not experience it, even though I tend to have a sensitive digestive system. I have had reactions to a variety of supplements in the past, mostly because I have a lot of allergies. Your mileage will probably vary.",3.0,Read the Caution Statement First,1363478400,"03 17, 2013"
